회원ID,나이,성별,거주지,테니스_경험_연수,주_이용_시간대,선호_코치_스타일,선호_레슨_방식,경기_빈도,최근_경기_성적,선호_훈련_목표,선호_테니스_센터_유형,모바일_앱_사용_빈도,소비_성향
M572,19,M,부산 남구,3-5년,주말 저녁,친절한 지도,온라인,월 1회 미만,0승 3패,실력 향상,야외 코트,매일,30만 원 이상
M573,42,M,서울 강남구,3-5년,평일 오전,친절한 지도,온라인,주 1회,,대회 준비,시설 완비,미사용,30만 원 이상
M574,50,M,대전 서구,0-1년,평일 오전,엄격한 피드백,1:1,월 1회 미만,2승 1패,체력 증진,야외 코트,매일,10-30만 원
M575,19,F,부산 해운대구,1-3년,주말 오전,친절한 지도,1:1,주 2회,,체력 증진,실내 코트,주 1-2회,10-30만 원
M576,32,M,서울 마포구,1-3년,평일 저녁,엄격한 피드백,1:1,월 1회 미만,,실력 향상,야외 코트,주 1회 미만,10만 원 미만
M577,29,F,서울 송파구,3-5년,평일 저녁,엄격한 피드백,그룹,주 1회,2승 3패,체력 증진,시설 완비,매일,10만 원 미만
M578,29,F,강원 원주시,0-1년,주말 저녁,친절한 지도,온라인,주 1회,0승 1패,체력 증진,야외 코트,매일,30만 원 이상
M579,18,M,서울 서초구,3-5년,주말 오전,동기부여 중심,그룹,월 1회 미만,0승 2패,취미 유지,미입력,미사용,10-30만 원
M580,18,M,경기 성남시,1-3년,평일 오전,친절한 지도,온라인,월 1회 미만,0승 2패,취미 유지,야외 코트,미사용,10-30만 원
M581,25,F,서울 송파구,3-5년,평일 오전,엄격한 피드백,온라인,주 2회,,체력 증진,실내 코트,매일,10-30만 원
M582,48,M,서울 서초구,5년 이상,평일 오후,동기부여 중심,온라인,주 2회,2승 2패,취미 유지,실내 코트,주 1-2회,30만 원 이상
M583,18,F,경기 성남시,0-1년,주말 오전,미입력,온라인,월 2-3회,0승 2패,실력 향상,실내 코트,매일,30만 원 이상
M584,22,M,서울 서초구,1-3년,평일 저녁,친절한 지도,1:1,주 2회,3승 2패,대회 준비,야외 코트,주 1회 미만,30만 원 이상
M585,41,M,인천 남동구,1-3년,주말 오전,친절한 지도,온라인,주 2회,,체력 증진,야외 코트,주 1-2회,10-30만 원
M586,31,M,서울 강남구,1-3년,평일 저녁,친절한 지도,온라인,주 2회,2승 0패,실력 향상,야외 코트,매일,30만 원 이상
M587,18,M,서울 강남구,3-5년,주말 저녁,친절한 지도,그룹,월 2-3회,1승 2패,취미 유지,접근성,주 1-2회,10만 원 미만
M588,21,M,서울 서초구,1-3년,주말 오전,동기부여 중심,1:1,월 2-3회,3승 3패,체력 증진,야외 코트,주 1-2회,10만 원 미만
M589,18,F,인천 연수구,5년 이상,평일 오후,엄격한 피드백,그룹,주 1회,0승 0패,실력 향상,실내 코트,매일,30만 원 이상
M590,21,M,서울 강남구,1-3년,주말 오전,친절한 지도,온라인,월 2-3회,,실력 향상,미입력,주 1-2회,10만 원 미만
M591,36,M,서울 영등포구,3-5년,주말 오전,엄격한 피드백,1:1,월 1회 미만,,취미 유지,실내 코트,주 1-2회,10만 원 미만
M592,18,F,대전 유성구,5년 이상,평일 저녁,동기부여 중심,온라인,월 2-3회,,체력 증진,야외 코트,주 1-2회,10만 원 미만
M593,41,F,대전 유성구,5년 이상,평일 오후,엄격한 피드백,1:1,주 1회,2승 0패,대회 준비,실내 코트,매일,10-30만 원
M594,51,F,대구 달서구,3-5년,평일 오전,친절한 지도,그룹,주 1회,2승 1패,취미 유지,접근성,주 1-2회,10만 원 미만
M595,26,M,서울 서초구,0-1년,주말 저녁,동기부여 중심,온라인,주 1회,3승 2패,대회 준비,접근성,주 1-2회,10-30만 원
M596,22,F,부산 남구,5년 이상,평일 오후,친절한 지도,1:1,주 2회,,실력 향상,미입력,매일,10만 원 미만
M597,27,M,서울 송파구,3-5년,평일 저녁,친절한 지도,1:1,주 1회,,실력 향상,접근성,미사용,10만 원 미만
M598,18,M,부산 해운대구,5년 이상,주말 저녁,엄격한 피드백,온라인,월 1회 미만,2승 1패,대회 준비,실내 코트,매일,30만 원 이상
M599,27,M,서울 강남구,1-3년,평일 오후,엄격한 피드백,온라인,주 1회,1승 3패,대회 준비,접근성,매일,30만 원 이상
M600,18,F,인천 연수구,0-1년,평일 오후,동기부여 중심,온라인,월 2-3회,1승 2패,대회 준비,야외 코트,주 1-2회,30만 원 이상
M601,31,F,부산 해운대구,5년 이상,주말 저녁,동기부여 중심,온라인,주 2회,2승 0패,대회 준비,실내 코트,매일,10만 원 미만
M602,38,F,광주 광산구,5년 이상,주말 오전,친절한 지도,1:1,주 2회,3승 2패,체력 증진,야외 코트,매일,10만 원 미만
M603,36,F,부산 해운대구,1-3년,주말 오전,친절한 지도,그룹,월 2-3회,3승 1패,체력 증진,실내 코트,주 1회 미만,10만 원 미만
M604,38,M,대전 서구,5년 이상,평일 오후,동기부여 중심,그룹,월 1회 미만,2승 1패,대회 준비,미입력,매일,30만 원 이상
M605,33,F,부산 남구,3-5년,주말 오전,친절한 지도,1:1,주 2회,,체력 증진,접근성,주 1-2회,10-30만 원
M606,49,F,부산 수영구,1-3년,평일 오전,친절한 지도,1:1,월 1회 미만,3승 1패,취미 유지,미입력,매일,10-30만 원
M607,29,F,서울 송파구,1-3년,평일 저녁,친절한 지도,그룹,주 1회,0승 1패,실력 향상,미입력,미사용,10만 원 미만
M608,32,M,부산 해운대구,5년 이상,평일 오후,미입력,1:1,주 1회,1승 0패,체력 증진,실내 코트,주 1회 미만,30만 원 이상
M609,28,M,인천 연수구,0-1년,평일 저녁,친절한 지도,그룹,주 1회,2승 0패,대회 준비,실내 코트,주 1회 미만,30만 원 이상
M610,31,M,부산 해운대구,1-3년,주말 저녁,친절한 지도,1:1,주 1회,,실력 향상,미입력,매일,30만 원 이상
M611,25,M,인천 연수구,5년 이상,주말 오전,친절한 지도,온라인,주 2회,1승 0패,체력 증진,접근성,미사용,30만 원 이상
M612,23,F,서울 영등포구,3-5년,평일 저녁,동기부여 중심,1:1,월 2-3회,2승 2패,실력 향상,시설 완비,주 1회 미만,10만 원 미만
M613,24,M,강원 원주시,0-1년,평일 저녁,엄격한 피드백,온라인,주 2회,1승 1패,취미 유지,시설 완비,주 1회 미만,10-30만 원
M614,33,F,경기 용인시,0-1년,주말 저녁,친절한 지도,그룹,월 1회 미만,1승 1패,실력 향상,실내 코트,미사용,10만 원 미만
M615,34,M,서울 서초구,0-1년,주말 오전,엄격한 피드백,1:1,주 2회,0승 0패,대회 준비,야외 코트,주 1회 미만,10만 원 미만
M616,20,M,광주 북구,0-1년,주말 오전,친절한 지도,1:1,월 2-3회,3승 2패,취미 유지,실내 코트,매일,10-30만 원
M617,25,F,인천 연수구,5년 이상,주말 저녁,동기부여 중심,그룹,주 1회,1승 2패,체력 증진,야외 코트,주 1-2회,10만 원 미만
M618,44,M,대전 유성구,5년 이상,평일 오전,미입력,1:1,주 2회,,실력 향상,접근성,주 1회 미만,30만 원 이상
M619,20,F,대전 서구,1-3년,평일 오후,엄격한 피드백,그룹,주 1회,0승 0패,대회 준비,실내 코트,미사용,30만 원 이상
M620,25,M,광주 북구,1-3년,평일 오후,엄격한 피드백,온라인,주 1회,3승 0패,취미 유지,시설 완비,주 1-2회,10-30만 원
M621,32,M,대구 달서구,1-3년,주말 저녁,엄격한 피드백,그룹,월 2-3회,1승 2패,체력 증진,실내 코트,미사용,10만 원 미만
M622,18,M,광주 광산구,0-1년,주말 저녁,친절한 지도,1:1,월 2-3회,0승 2패,실력 향상,야외 코트,주 1회 미만,30만 원 이상
M623,36,M,강원 원주시,1-3년,주말 오전,동기부여 중심,온라인,주 2회,3승 1패,대회 준비,접근성,매일,10-30만 원
M624,18,F,부산 남구,0-1년,평일 오전,엄격한 피드백,온라인,월 2-3회,2승 2패,체력 증진,실내 코트,주 1회 미만,10만 원 미만
M625,23,M,제주 서귀포시,3-5년,평일 저녁,동기부여 중심,1:1,주 1회,3승 2패,대회 준비,접근성,미사용,30만 원 이상
M626,39,F,부산 수영구,3-5년,평일 오전,친절한 지도,온라인,월 2-3회,,체력 증진,접근성,주 1회 미만,10만 원 미만
M627,28,M,인천 연수구,0-1년,주말 오전,동기부여 중심,그룹,주 2회,2승 0패,대회 준비,시설 완비,주 1-2회,30만 원 이상
M628,29,M,대구 수성구,1-3년,주말 오전,동기부여 중심,1:1,주 2회,0승 0패,체력 증진,야외 코트,주 1회 미만,10-30만 원
M629,18,F,서울 송파구,5년 이상,평일 저녁,엄격한 피드백,온라인,월 2-3회,,체력 증진,실내 코트,주 1회 미만,10만 원 미만
M630,30,F,부산 해운대구,1-3년,주말 저녁,친절한 지도,그룹,주 1회,1승 3패,체력 증진,시설 완비,주 1회 미만,10만 원 미만
M631,36,F,대전 유성구,0-1년,주말 저녁,친절한 지도,그룹,주 1회,0승 0패,실력 향상,접근성,미사용,30만 원 이상
M632,34,M,부산 해운대구,5년 이상,주말 오전,동기부여 중심,그룹,월 2-3회,2승 3패,대회 준비,실내 코트,주 1-2회,10-30만 원
M633,34,M,서울 영등포구,5년 이상,주말 저녁,엄격한 피드백,그룹,주 2회,3승 2패,취미 유지,시설 완비,주 1회 미만,10-30만 원
M634,26,M,서울 강남구,1-3년,평일 저녁,엄격한 피드백,1:1,주 1회,2승 2패,취미 유지,실내 코트,매일,10-30만 원
M635,26,F,서울 서초구,3-5년,평일 오후,친절한 지도,1:1,주 1회,,실력 향상,실내 코트,주 1-2회,10-30만 원
M636,39,M,서울 강남구,3-5년,주말 저녁,동기부여 중심,1:1,월 1회 미만,2승 3패,실력 향상,야외 코트,주 1회 미만,30만 원 이상
M637,22,F,서울 서초구,3-5년,평일 오후,친절한 지도,1:1,월 1회 미만,3승 2패,대회 준비,시설 완비,매일,30만 원 이상
M638,44,F,인천 연수구,3-5년,평일 오후,엄격한 피드백,온라인,월 1회 미만,3승 0패,취미 유지,야외 코트,주 1회 미만,10만 원 미만
M639,20,F,서울 송파구,5년 이상,평일 저녁,엄격한 피드백,온라인,월 1회 미만,,체력 증진,접근성,주 1-2회,30만 원 이상
M640,23,M,대전 유성구,5년 이상,주말 저녁,친절한 지도,그룹,주 2회,,대회 준비,시설 완비,주 1회 미만,10-30만 원
M641,38,M,서울 강남구,5년 이상,평일 오후,엄격한 피드백,1:1,주 1회,3승 0패,취미 유지,실내 코트,미사용,10만 원 미만
M642,23,M,부산 수영구,5년 이상,평일 오후,동기부여 중심,1:1,월 1회 미만,2승 0패,실력 향상,미입력,주 1-2회,10-30만 원
M643,25,M,서울 송파구,1-3년,평일 오전,동기부여 중심,1:1,주 2회,3승 1패,대회 준비,시설 완비,매일,30만 원 이상
M644,29,M,서울 송파구,3-5년,평일 저녁,동기부여 중심,온라인,주 1회,3승 0패,대회 준비,야외 코트,매일,30만 원 이상
M645,30,F,경기 성남시,5년 이상,평일 오전,친절한 지도,1:1,주 2회,2승 2패,체력 증진,접근성,주 1회 미만,10-30만 원
M646,32,M,서울 서초구,5년 이상,평일 오전,엄격한 피드백,그룹,월 1회 미만,2승 2패,실력 향상,실내 코트,주 1회 미만,10만 원 미만
M647,40,M,부산 수영구,5년 이상,평일 오전,엄격한 피드백,그룹,주 2회,2승 3패,취미 유지,시설 완비,주 1-2회,30만 원 이상
M648,27,M,강원 원주시,0-1년,평일 오후,미입력,온라인,주 2회,,취미 유지,야외 코트,미사용,30만 원 이상
M649,24,F,인천 연수구,1-3년,주말 저녁,동기부여 중심,그룹,주 2회,1승 0패,대회 준비,접근성,미사용,30만 원 이상
M650,26,F,부산 남구,3-5년,평일 저녁,친절한 지도,그룹,주 1회,2승 3패,취미 유지,실내 코트,미사용,30만 원 이상
M651,36,M,광주 북구,5년 이상,주말 저녁,친절한 지도,온라인,월 2-3회,,대회 준비,접근성,주 1-2회,30만 원 이상
M652,24,M,대전 유성구,3-5년,평일 오전,친절한 지도,온라인,월 1회 미만,,실력 향상,시설 완비,주 1회 미만,10만 원 미만
M653,37,M,광주 광산구,5년 이상,주말 오전,엄격한 피드백,1:1,주 2회,,체력 증진,미입력,매일,10-30만 원
M654,18,M,인천 연수구,1-3년,평일 저녁,미입력,온라인,주 2회,1승 1패,취미 유지,실내 코트,미사용,10-30만 원
M655,21,M,경기 성남시,1-3년,평일 오전,친절한 지도,1:1,주 1회,,실력 향상,접근성,매일,10-30만 원
M656,26,F,대구 달서구,0-1년,주말 오전,친절한 지도,그룹,월 1회 미만,1승 1패,취미 유지,시설 완비,주 1회 미만,30만 원 이상
M657,59,F,서울 강남구,0-1년,평일 저녁,친절한 지도,1:1,주 1회,0승 1패,체력 증진,시설 완비,매일,10-30만 원
M658,18,F,경기 용인시,5년 이상,평일 오후,친절한 지도,온라인,주 1회,3승 3패,취미 유지,야외 코트,미사용,30만 원 이상
M659,36,M,부산 해운대구,1-3년,주말 저녁,미입력,그룹,월 2-3회,2승 2패,취미 유지,시설 완비,매일,10만 원 미만
M660,28,M,대구 수성구,0-1년,주말 저녁,엄격한 피드백,온라인,월 2-3회,2승 1패,실력 향상,실내 코트,주 1-2회,10-30만 원
M661,28,M,서울 영등포구,0-1년,주말 저녁,미입력,그룹,월 2-3회,3승 2패,체력 증진,실내 코트,매일,10만 원 미만
M662,38,M,서울 강남구,3-5년,평일 오전,동기부여 중심,온라인,주 1회,0승 1패,실력 향상,실내 코트,미사용,10-30만 원
M663,45,M,경기 성남시,3-5년,평일 오후,미입력,그룹,주 2회,2승 2패,대회 준비,야외 코트,주 1회 미만,10-30만 원
M664,41,F,광주 북구,0-1년,주말 오전,미입력,1:1,주 2회,3승 3패,취미 유지,접근성,미사용,30만 원 이상
M665,24,M,인천 연수구,1-3년,평일 오후,친절한 지도,그룹,주 2회,2승 0패,대회 준비,접근성,미사용,10만 원 미만
M666,34,M,강원 원주시,5년 이상,주말 저녁,동기부여 중심,1:1,월 1회 미만,3승 3패,대회 준비,미입력,주 1회 미만,10만 원 미만
M667,46,M,대전 유성구,1-3년,주말 저녁,친절한 지도,그룹,주 1회,,취미 유지,실내 코트,미사용,10만 원 미만
M668,21,F,대구 수성구,3-5년,평일 저녁,동기부여 중심,그룹,월 2-3회,1승 1패,취미 유지,실내 코트,미사용,30만 원 이상
M669,18,M,부산 남구,0-1년,평일 오전,친절한 지도,온라인,월 1회 미만,0승 3패,취미 유지,접근성,주 1회 미만,10-30만 원
M670,26,F,대전 유성구,3-5년,평일 오후,엄격한 피드백,온라인,월 1회 미만,,대회 준비,접근성,주 1-2회,30만 원 이상
M671,21,M,광주 북구,5년 이상,주말 저녁,친절한 지도,그룹,월 1회 미만,2승 1패,체력 증진,실내 코트,미사용,10만 원 미만
M672,30,M,서울 영등포구,3-5년,평일 오후,엄격한 피드백,그룹,주 2회,2승 1패,체력 증진,야외 코트,매일,10만 원 미만
M673,38,F,서울 마포구,1-3년,주말 저녁,미입력,1:1,월 2-3회,0승 2패,대회 준비,실내 코트,주 1회 미만,10만 원 미만
M674,33,M,서울 서초구,3-5년,평일 오후,친절한 지도,온라인,주 2회,,대회 준비,접근성,주 1-2회,30만 원 이상
M675,30,M,대전 서구,3-5년,주말 저녁,엄격한 피드백,1:1,월 1회 미만,2승 3패,체력 증진,실내 코트,매일,10만 원 미만
M676,37,M,인천 연수구,5년 이상,평일 오전,미입력,그룹,주 2회,,취미 유지,실내 코트,미사용,10-30만 원
M677,29,M,서울 송파구,3-5년,주말 오전,엄격한 피드백,그룹,주 1회,3승 2패,실력 향상,실내 코트,미사용,30만 원 이상
M678,23,M,서울 강남구,0-1년,주말 저녁,친절한 지도,온라인,월 2-3회,,실력 향상,야외 코트,미사용,10만 원 미만
M679,30,F,부산 해운대구,1-3년,주말 저녁,친절한 지도,1:1,월 2-3회,1승 1패,체력 증진,시설 완비,주 1회 미만,30만 원 이상
M680,25,F,서울 마포구,0-1년,주말 저녁,동기부여 중심,1:1,주 1회,,취미 유지,야외 코트,주 1-2회,30만 원 이상
M681,32,F,광주 북구,1-3년,주말 저녁,동기부여 중심,온라인,월 2-3회,0승 0패,취미 유지,실내 코트,매일,10-30만 원
M682,31,M,부산 남구,1-3년,평일 오후,친절한 지도,그룹,주 1회,,실력 향상,야외 코트,미사용,30만 원 이상
M683,33,F,부산 수영구,0-1년,주말 저녁,엄격한 피드백,그룹,월 2-3회,,체력 증진,접근성,미사용,10만 원 미만
M684,19,F,서울 강남구,0-1년,평일 저녁,친절한 지도,그룹,주 2회,3승 2패,실력 향상,시설 완비,주 1회 미만,10만 원 미만
M685,21,F,대전 서구,1-3년,평일 저녁,엄격한 피드백,1:1,월 1회 미만,2승 3패,실력 향상,실내 코트,미사용,10만 원 미만
M686,25,F,대구 달서구,3-5년,주말 오전,친절한 지도,온라인,주 2회,0승 0패,대회 준비,접근성,매일,10-30만 원
M687,28,F,서울 서초구,5년 이상,평일 저녁,동기부여 중심,1:1,주 2회,,취미 유지,시설 완비,미사용,30만 원 이상
M688,20,M,광주 북구,3-5년,주말 오전,엄격한 피드백,온라인,월 2-3회,2승 1패,실력 향상,야외 코트,주 1회 미만,30만 원 이상
M689,29,F,서울 마포구,1-3년,주말 오전,미입력,그룹,월 2-3회,3승 2패,대회 준비,실내 코트,매일,10만 원 미만
M690,19,M,경기 용인시,5년 이상,주말 저녁,동기부여 중심,그룹,월 2-3회,,체력 증진,접근성,미사용,10만 원 미만
M691,44,M,대전 서구,1-3년,주말 오전,미입력,온라인,월 2-3회,2승 0패,체력 증진,접근성,주 1회 미만,10-30만 원
M692,23,M,경기 용인시,5년 이상,주말 저녁,친절한 지도,그룹,주 2회,3승 0패,대회 준비,접근성,주 1회 미만,10만 원 미만
M693,18,F,제주 서귀포시,3-5년,주말 오전,엄격한 피드백,온라인,주 1회,2승 3패,실력 향상,미입력,매일,10-30만 원
M694,22,M,서울 마포구,0-1년,주말 오전,동기부여 중심,1:1,월 2-3회,,실력 향상,시설 완비,매일,10만 원 미만
M695,44,M,인천 연수구,3-5년,평일 오전,미입력,그룹,주 2회,2승 3패,체력 증진,야외 코트,주 1회 미만,30만 원 이상
M696,43,F,광주 북구,0-1년,주말 저녁,친절한 지도,그룹,월 2-3회,3승 0패,대회 준비,시설 완비,주 1-2회,30만 원 이상
M697,56,M,대전 유성구,3-5년,평일 오후,엄격한 피드백,1:1,주 2회,0승 3패,체력 증진,실내 코트,주 1-2회,10-30만 원
M698,19,F,부산 해운대구,5년 이상,평일 오후,친절한 지도,1:1,월 1회 미만,2승 1패,실력 향상,야외 코트,주 1회 미만,30만 원 이상
M699,31,M,서울 송파구,0-1년,평일 오후,동기부여 중심,그룹,주 1회,2승 3패,취미 유지,실내 코트,주 1회 미만,10만 원 미만
M700,18,F,부산 수영구,0-1년,평일 오전,동기부여 중심,온라인,월 2-3회,3승 2패,실력 향상,야외 코트,매일,10만 원 미만
M701,20,F,대전 유성구,1-3년,주말 오전,친절한 지도,1:1,주 1회,0승 1패,대회 준비,시설 완비,주 1회 미만,30만 원 이상
M702,34,F,부산 해운대구,0-1년,평일 오전,미입력,1:1,월 2-3회,1승 3패,체력 증진,미입력,주 1-2회,30만 원 이상
M703,35,M,대구 수성구,3-5년,평일 저녁,동기부여 중심,1:1,주 2회,1승 0패,체력 증진,실내 코트,매일,10만 원 미만
M704,38,M,서울 영등포구,0-1년,평일 오후,미입력,온라인,월 1회 미만,3승 0패,체력 증진,시설 완비,주 1-2회,10만 원 미만
M705,18,F,대구 달서구,1-3년,평일 저녁,친절한 지도,그룹,주 1회,3승 3패,실력 향상,접근성,주 1회 미만,10-30만 원
M706,24,F,대전 서구,5년 이상,주말 저녁,동기부여 중심,그룹,주 1회,1승 0패,대회 준비,시설 완비,주 1회 미만,10만 원 미만
M707,18,F,서울 강남구,1-3년,평일 오후,친절한 지도,1:1,주 2회,0승 3패,실력 향상,시설 완비,주 1회 미만,30만 원 이상
M708,20,F,대전 서구,1-3년,평일 저녁,엄격한 피드백,그룹,주 2회,,대회 준비,야외 코트,매일,10-30만 원
M709,18,M,서울 송파구,0-1년,평일 오전,엄격한 피드백,1:1,주 1회,,취미 유지,미입력,매일,10-30만 원
M710,18,M,대구 수성구,3-5년,주말 저녁,미입력,온라인,월 2-3회,,체력 증진,야외 코트,주 1회 미만,10-30만 원
M711,20,F,부산 수영구,0-1년,주말 저녁,미입력,그룹,월 2-3회,3승 2패,실력 향상,실내 코트,미사용,30만 원 이상
M712,27,F,광주 광산구,0-1년,주말 저녁,친절한 지도,1:1,월 2-3회,3승 3패,취미 유지,실내 코트,미사용,10만 원 미만
M713,30,F,인천 연수구,3-5년,주말 저녁,미입력,그룹,주 2회,1승 1패,대회 준비,실내 코트,주 1-2회,10만 원 미만
M714,25,F,서울 송파구,1-3년,주말 오전,친절한 지도,그룹,월 1회 미만,0승 3패,체력 증진,실내 코트,미사용,30만 원 이상
M715,43,M,대구 수성구,1-3년,주말 오전,친절한 지도,1:1,주 2회,,체력 증진,시설 완비,주 1회 미만,30만 원 이상
M716,46,M,부산 해운대구,0-1년,평일 오후,동기부여 중심,1:1,월 1회 미만,1승 3패,실력 향상,미입력,주 1-2회,30만 원 이상
M717,18,M,대구 수성구,3-5년,주말 오전,친절한 지도,온라인,월 2-3회,,취미 유지,미입력,매일,10-30만 원
M718,39,M,강원 원주시,0-1년,평일 오전,엄격한 피드백,온라인,주 1회,,체력 증진,야외 코트,매일,10만 원 미만
M719,22,M,부산 해운대구,5년 이상,주말 오전,친절한 지도,1:1,주 2회,0승 0패,취미 유지,시설 완비,주 1회 미만,30만 원 이상
M720,30,M,서울 송파구,3-5년,주말 오전,엄격한 피드백,온라인,주 2회,,취미 유지,접근성,주 1회 미만,10-30만 원
M721,25,F,광주 북구,1-3년,평일 오후,친절한 지도,온라인,월 2-3회,,대회 준비,미입력,주 1회 미만,30만 원 이상
M722,34,M,부산 남구,0-1년,주말 저녁,엄격한 피드백,그룹,주 2회,1승 2패,대회 준비,접근성,주 1-2회,30만 원 이상
M723,46,M,서울 마포구,3-5년,주말 오전,친절한 지도,온라인,월 2-3회,1승 0패,체력 증진,접근성,매일,10만 원 미만
M724,18,M,서울 송파구,1-3년,주말 저녁,친절한 지도,그룹,월 2-3회,0승 1패,체력 증진,시설 완비,미사용,10-30만 원
M725,41,F,대구 수성구,5년 이상,평일 오후,엄격한 피드백,그룹,월 2-3회,1승 2패,체력 증진,실내 코트,매일,10만 원 미만
M726,30,M,서울 송파구,5년 이상,주말 저녁,친절한 지도,그룹,주 1회,,체력 증진,실내 코트,미사용,30만 원 이상
M727,37,M,서울 마포구,5년 이상,주말 오전,엄격한 피드백,1:1,주 1회,2승 2패,실력 향상,실내 코트,매일,30만 원 이상
M728,19,F,서울 영등포구,0-1년,평일 저녁,엄격한 피드백,온라인,주 1회,1승 0패,체력 증진,야외 코트,주 1회 미만,30만 원 이상
M729,31,F,서울 서초구,5년 이상,주말 저녁,미입력,그룹,월 1회 미만,0승 1패,취미 유지,실내 코트,매일,10-30만 원
M730,18,M,대전 서구,0-1년,주말 저녁,엄격한 피드백,1:1,월 1회 미만,,취미 유지,실내 코트,매일,10-30만 원
M731,24,F,경기 성남시,0-1년,평일 오후,엄격한 피드백,그룹,월 1회 미만,1승 2패,취미 유지,시설 완비,매일,30만 원 이상
M732,31,F,대구 수성구,3-5년,평일 저녁,엄격한 피드백,온라인,주 1회,1승 3패,대회 준비,시설 완비,미사용,10-30만 원
M733,25,F,서울 마포구,0-1년,평일 오전,동기부여 중심,온라인,월 2-3회,3승 3패,체력 증진,실내 코트,미사용,10만 원 미만
M734,59,M,부산 남구,1-3년,평일 오후,동기부여 중심,온라인,월 2-3회,2승 2패,취미 유지,실내 코트,미사용,10만 원 미만
M735,18,F,대전 유성구,1-3년,주말 오전,친절한 지도,그룹,월 2-3회,1승 3패,실력 향상,실내 코트,매일,10-30만 원
M736,26,M,강원 원주시,1-3년,주말 저녁,친절한 지도,온라인,월 2-3회,1승 2패,실력 향상,실내 코트,주 1회 미만,10-30만 원
M737,29,M,서울 강남구,1-3년,평일 저녁,미입력,그룹,주 1회,,대회 준비,시설 완비,주 1회 미만,30만 원 이상
M738,29,M,서울 강남구,3-5년,평일 오전,엄격한 피드백,온라인,주 1회,0승 1패,실력 향상,접근성,주 1회 미만,10만 원 미만
M739,28,M,인천 연수구,5년 이상,평일 저녁,친절한 지도,온라인,주 1회,1승 1패,실력 향상,시설 완비,미사용,10만 원 미만
M740,48,F,부산 남구,1-3년,주말 저녁,친절한 지도,그룹,주 1회,3승 1패,체력 증진,시설 완비,미사용,10만 원 미만
M741,21,F,서울 영등포구,1-3년,주말 오전,동기부여 중심,그룹,주 2회,,실력 향상,야외 코트,매일,10-30만 원
M742,28,F,서울 서초구,0-1년,평일 오전,엄격한 피드백,그룹,주 2회,,대회 준비,야외 코트,매일,10-30만 원
M743,37,F,서울 송파구,0-1년,주말 오전,친절한 지도,1:1,월 1회 미만,,실력 향상,실내 코트,주 1-2회,10-30만 원
M744,42,M,서울 서초구,0-1년,평일 오전,엄격한 피드백,그룹,주 2회,1승 2패,취미 유지,미입력,주 1회 미만,10-30만 원
M745,22,F,서울 마포구,5년 이상,평일 오전,엄격한 피드백,1:1,월 2-3회,1승 3패,대회 준비,실내 코트,미사용,30만 원 이상
M746,18,F,서울 송파구,5년 이상,평일 저녁,엄격한 피드백,온라인,주 2회,3승 2패,취미 유지,미입력,주 1회 미만,10-30만 원
M747,24,F,서울 영등포구,0-1년,주말 오전,친절한 지도,그룹,주 2회,3승 3패,취미 유지,미입력,주 1회 미만,10-30만 원
M748,18,F,대구 수성구,3-5년,평일 오전,친절한 지도,그룹,월 2-3회,3승 1패,취미 유지,야외 코트,매일,10-30만 원
M749,21,F,부산 남구,3-5년,평일 저녁,친절한 지도,온라인,주 2회,,실력 향상,실내 코트,미사용,10-30만 원
M750,35,F,서울 강남구,5년 이상,평일 저녁,친절한 지도,온라인,월 2-3회,,체력 증진,야외 코트,주 1-2회,10-30만 원
M751,30,F,서울 영등포구,1-3년,평일 저녁,엄격한 피드백,1:1,월 2-3회,0승 0패,실력 향상,접근성,주 1-2회,10만 원 미만
M752,26,F,부산 해운대구,1-3년,평일 저녁,미입력,온라인,월 1회 미만,0승 2패,실력 향상,야외 코트,매일,10-30만 원
M753,25,M,서울 영등포구,3-5년,평일 오후,친절한 지도,그룹,월 1회 미만,,실력 향상,접근성,주 1회 미만,10-30만 원
M754,44,M,경기 성남시,5년 이상,평일 오후,미입력,1:1,주 2회,3승 0패,실력 향상,접근성,매일,10만 원 미만
M755,18,M,경기 용인시,1-3년,평일 오후,친절한 지도,그룹,주 2회,0승 0패,취미 유지,야외 코트,주 1-2회,10-30만 원
M756,37,F,부산 수영구,1-3년,평일 저녁,엄격한 피드백,그룹,주 1회,0승 2패,실력 향상,미입력,주 1회 미만,10-30만 원
M757,18,F,경기 용인시,1-3년,주말 오전,엄격한 피드백,그룹,월 1회 미만,3승 2패,실력 향상,야외 코트,주 1-2회,10-30만 원
M758,36,M,인천 남동구,3-5년,평일 오후,친절한 지도,1:1,월 2-3회,2승 1패,체력 증진,실내 코트,매일,30만 원 이상
M759,24,M,강원 원주시,0-1년,평일 오전,동기부여 중심,온라인,주 1회,,대회 준비,접근성,주 1회 미만,10-30만 원
M760,28,F,대구 달서구,0-1년,주말 저녁,친절한 지도,1:1,주 2회,1승 0패,실력 향상,실내 코트,주 1-2회,10-30만 원
M761,27,M,대전 서구,0-1년,평일 오후,미입력,그룹,월 2-3회,3승 0패,대회 준비,시설 완비,주 1회 미만,10만 원 미만
M762,18,F,서울 서초구,0-1년,평일 오후,동기부여 중심,1:1,월 2-3회,,대회 준비,야외 코트,매일,10만 원 미만
M763,29,M,경기 용인시,1-3년,평일 저녁,동기부여 중심,온라인,월 1회 미만,0승 3패,대회 준비,접근성,주 1회 미만,10-30만 원
